gene_id	chrom_start	chrom_end	description	gene_id	gene_synonym	gene
gene_05505	6378678	6380087	Ontology_term:GO:0006730, Ontology_term:GO:0004013, gene:ahcY, go_function:adenosylhomocysteinase activity|0004013||IEA, go_process:one-carbon metabolic process|0006730||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011266417.1, product:adenosylhomocysteinase, protein_id:WP_011063972.1	HH203_RS27700		ahcY
gene_05506	6380277	6381122	Ontology_term:GO:0009086, Ontology_term:GO:0004489, gene:metF, go_function:methylenetetrahydrofolate reductase (NAD(P)H) activity|0004489||IEA, go_process:methionine biosynthetic process|0009086||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_018605035.1, product:methylenetetrahydrofolate reductase [NAD(P)H], protein_id:WP_011063973.1	HH203_RS27705		metF
gene_05507	6381247	6382062	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063974.1, product:transporter substrate-binding domain-containing protein, protein_id:WP_011063974.1	HH203_RS27710		
gene_05508	6382286	6384154	Ontology_term:GO:0003676, Ontology_term:GO:0005524, go_function:nucleic acid binding|0003676||IEA, go_function:ATP binding|0005524||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007937896.1, product:DEAD/DEAH box helicase, protein_id:WP_011063975.1	HH203_RS27715		
gene_05509	6384454	6385050	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017844972.1, product:YceI family protein, protein_id:WP_011063976.1	HH203_RS27720		
gene_05510	6385083	6385634	Ontology_term:GO:0022904, Ontology_term:GO:0009055, Ontology_term:GO:0020037, Ontology_term:GO:0046872, Ontology_term:GO:0016020, go_function:electron transfer activity|0009055||IEA, go_function:heme binding|0020037||IEA, go_function:metal ion binding|0046872||IEA, go_process:respiratory electron transport chain|0022904||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008071971.1, product:cytochrome b, protein_id:WP_011063977.1	HH203_RS27725		
gene_05511	6385952	6387358	Ontology_term:GO:0009102, Ontology_term:GO:0004015, go_function:adenosylmethionine-8-amino-7-oxononanoate transaminase activity|0004015||IEA, go_process:biotin biosynthetic process|0009102||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249111.1, product:adenosylmethionine--8-amino-7-oxononanoate transaminase, protein_id:WP_011063978.1	HH203_RS27730		
gene_05512	6387442	6388161	Ontology_term:GO:0006364, Ontology_term:GO:0008168, go_function:methyltransferase activity|0008168||IEA, go_process:rRNA processing|0006364||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019332939.1, product:16S rRNA (uracil(1498)-N(3))-methyltransferase, protein_id:WP_011063979.1	HH203_RS27735		
gene_05513	6388178	6389029	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008434107.1, product:transporter substrate-binding domain-containing protein, protein_id:WP_225368822.1	HH203_RS27740		
gene_05514	6389109	6389459	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063981.1, product:RidA family protein, protein_id:WP_011063981.1	HH203_RS27745		
gene_05515	6389480	6390721	Ontology_term:GO:0019478, Ontology_term:GO:0008718, go_function:D-amino-acid dehydrogenase activity|0008718||IEA, go_process:D-amino acid catabolic process|0019478||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007898003.1, product:D-amino acid dehydrogenase, protein_id:WP_011063982.1	HH203_RS27750		
gene_05516	6390829	6391734	Ontology_term:GO:0006355, Ontology_term:GO:0003700, go_function:DNA-binding transcription factor activity|0003700||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637349.1, product:LysR family transcriptional regulator, protein_id:WP_011063983.1	HH203_RS27755		
gene_05517	6391810	6392427	inference:COORDINATES: similar to AA sequence:RefSeq:NP_253520.1, product:hemolysin III family protein, protein_id:WP_011063984.1	HH203_RS27760		
gene_05518	6392583	6393500	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063985.1, product:LysR substrate-binding domain-containing protein, protein_id:WP_011063985.1	HH203_RS27765		
gene_05519	6393610	6394374	Ontology_term:GO:0015849, Ontology_term:GO:0005342, gene:madM, go_function:organic acid transmembrane transporter activity|0005342||IEA, go_process:organic acid transport|0015849||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017709611.1, product:malonate transporter subunit MadM, protein_id:WP_011063986.1	HH203_RS27770		madM
gene_05520	6394376	6394792	Ontology_term:GO:0015849, Ontology_term:GO:0005342, gene:madL, go_function:organic acid transmembrane transporter activity|0005342||IEA, go_process:organic acid transport|0015849||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_005888289.1, product:malonate transporter subunit MadL, protein_id:WP_015637351.1	HH203_RS27775		madL
gene_05521	6394860	6395795	Ontology_term:GO:0016740, gene:mdcH, go_function:transferase activity|0016740||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063988.1, product:malonate decarboxylase subunit epsilon, protein_id:WP_011063988.1	HH203_RS27780		mdcH
gene_05522	6395792	6396418	Ontology_term:GO:0016779, go_function:nucleotidyltransferase activity|0016779||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063989.1, product:malonate decarboxylase holo-ACP synthase, protein_id:WP_011063989.1	HH203_RS27785		
gene_05523	6396415	6397218	Ontology_term:GO:0005975, gene:mdcE, go_process:carbohydrate metabolic process|0005975||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007941976.1, product:biotin-independent malonate decarboxylase subunit gamma, protein_id:WP_011063990.1	HH203_RS27790		mdcE
gene_05524	6397215	6398066	Ontology_term:GO:0005975, Ontology_term:GO:0006633, Ontology_term:GO:0003989, Ontology_term:GO:0016831, Ontology_term:GO:0009317, go_function:acetyl-CoA carboxylase activity|0003989||IEA, go_function:carboxy-lyase activity|0016831||IEA, go_process:carbohydrate metabolic process|0005975||IEA, go_process:fatty acid biosynthetic process|0006633||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017902937.1, product:biotin-independent malonate decarboxylase subunit beta, protein_id:WP_011063991.1	HH203_RS27795		
gene_05525	6398059	6398358	inference:COORDINATES: similar to AA sequence:RefSeq:NP_248901.1, product:malonate decarboxylase subunit delta, protein_id:WP_011063992.1	HH203_RS27800		
gene_05526	6398358	6399233	Ontology_term:GO:0016310, Ontology_term:GO:0005524, Ontology_term:GO:0046917, go_function:ATP binding|0005524||IEA, go_function:triphosphoribosyl-dephospho-CoA synthase activity|0046917||IEA, go_process:phosphorylation|0016310||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063993.1, product:triphosphoribosyl-dephospho-CoA synthase, protein_id:WP_011063993.1	HH203_RS27805		
gene_05527	6399233	6400909	Ontology_term:GO:0006810, Ontology_term:GO:0015451, gene:mdcA, go_function:decarboxylation-driven active transmembrane transporter activity|0015451||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_248899.1, product:malonate decarboxylase subunit alpha, protein_id:WP_011063994.1	HH203_RS27810		mdcA
gene_05528	6401103	6401663	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063995.1, product:NADAR family protein, protein_id:WP_011063995.1	HH203_RS27815		
gene_05529	6401736	6402185	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637360.1, product:chemotaxis protein CheW, protein_id:WP_011063996.1	HH203_RS27820		
gene_05530	6402178	6408087	Ontology_term:GO:0000160, go_process:phosphorelay signal transduction system|0000160||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_018928718.1, product:Hpt domain-containing protein, protein_id:WP_011063997.1	HH203_RS27825		
gene_05531	6408112	6410175	Ontology_term:GO:0007165, Ontology_term:GO:0016020, go_process:signal transduction|0007165||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637362.1, product:methyl-accepting chemotaxis protein, protein_id:WP_011063998.1	HH203_RS27830		
gene_05532	6410316	6410855	Ontology_term:GO:0006935, Ontology_term:GO:0007165, go_process:chemotaxis|0006935||IEA, go_process:signal transduction|0007165||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011063999.1, product:chemotaxis protein CheW, protein_id:WP_011063999.1	HH203_RS27835		
gene_05533	6410866	6411231	gene:pilH, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249100.1, product:twitching motility response regulator PilH, protein_id:WP_011064000.1	HH203_RS27840		pilH
gene_05534	6411289	6411693	gene:pilG, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007913673.1, product:twitching motility response regulator PilG, protein_id:WP_011064001.1	HH203_RS27845		pilG
gene_05535	6411930	6412883	Ontology_term:GO:0006750, Ontology_term:GO:0004363, Ontology_term:GO:0005524, Ontology_term:GO:0046872, gene:gshB, go_function:glutathione synthase activity|0004363||IEA, go_function:ATP binding|0005524||IEA, go_function:metal ion binding|0046872||IEA, go_process:glutathione biosynthetic process|0006750||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249098.1, product:glutathione synthase, protein_id:WP_011064002.1	HH203_RS27850		gshB
gene_05536	6412983	6413882	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019694070.1, product:energy transducer TonB, protein_id:WP_011064003.1	HH203_RS27855		
gene_05537	6413968	6414537	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064004.1, product:YqgE/AlgH family protein, protein_id:WP_011064004.1	HH203_RS27860		
gene_05538	6414537	6414974	Ontology_term:GO:0008150, Ontology_term:GO:0003674, Ontology_term:GO:0005737, gene:ruvX, go_function:molecular_function|0003674||IEA, go_process:biological_process|0008150||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064005.1, product:Holliday junction resolvase RuvX, protein_id:WP_011064005.1	HH203_RS27865		ruvX
gene_05539	6415090	6415596	Ontology_term:GO:0009116, gene:pyrR, go_process:nucleoside metabolic process|0009116||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017476515.1, product:bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR, protein_id:WP_011064006.1	HH203_RS27870		pyrR
gene_05540	6415622	6416626	Ontology_term:GO:0006207, Ontology_term:GO:0006520, Ontology_term:GO:0004070, Ontology_term:GO:0016597, go_function:aspartate carbamoyltransferase activity|0004070||IEA, go_function:amino acid binding|0016597||IEA, go_process:'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA, go_process:amino acid metabolic process|0006520||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_002551732.1, product:aspartate carbamoyltransferase catalytic subunit, protein_id:WP_011064007.1	HH203_RS27875		
gene_05541	6416623	6417894	Ontology_term:GO:0006221, Ontology_term:GO:0004151, Ontology_term:GO:0046872, go_function:dihydroorotase activity|0004151||IEA, go_function:metal ion binding|0046872||IEA, go_process:pyrimidine nucleotide biosynthetic process|0006221||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249092.1, product:dihydroorotase, protein_id:WP_011064008.1	HH203_RS27880		
gene_05542	6418022	6418441	inference:COORDINATES: similar to AA sequence:RefSeq:WP_016704852.1, product:TM2 domain-containing protein, protein_id:WP_011064009.1	HH203_RS27885		
gene_05543	6418692	6419315	Ontology_term:GO:0006508, Ontology_term:GO:0008233, Ontology_term:GO:0016787, go_function:peptidase activity|0008233||IEA, go_function:hydrolase activity|0016787||IEA, go_process:proteolysis|0006508||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007913648.1, product:C40 family peptidase, protein_id:WP_011064010.1	HH203_RS27890		
gene_05544	6419394	6420428	Ontology_term:GO:0043107, Ontology_term:GO:0005524, go_function:ATP binding|0005524||IEA, go_process:type IV pilus-dependent motility|0043107||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003206482.1, product:type IV pilus twitching motility protein PilT, protein_id:WP_011064011.1	HH203_RS27895		
gene_05545	6420619	6421317	Ontology_term:GO:0030170, go_function:pyridoxal phosphate binding|0030170||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_013694465.1, product:YggS family pyridoxal phosphate-dependent enzyme, protein_id:WP_011064012.1	HH203_RS27900		
gene_05546	6421352	6422170	Ontology_term:GO:0006561, Ontology_term:GO:0004735, gene:proC, go_function:pyrroline-5-carboxylate reductase activity|0004735||IEA, go_process:proline biosynthetic process|0006561||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249084.1, product:pyrroline-5-carboxylate reductase, protein_id:WP_011064013.1	HH203_RS27905		proC
gene_05547	6422181	6422771	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011336374.1, product:YggT family protein, protein_id:WP_011064014.1	HH203_RS27910		
gene_05548	6422786	6423079	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007987815.1, product:DUF167 domain-containing protein, protein_id:WP_011064015.1	HH203_RS27915		
gene_05549	6423243	6424382	Ontology_term:GO:0009058, Ontology_term:GO:0016747, go_function:acyltransferase activity, transferring groups other than amino-acyl groups|0016747||IEA, go_process:biosynthetic process|0009058||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249081.1, product:homoserine O-acetyltransferase, protein_id:WP_011064016.1	HH203_RS27920		
gene_05550	6424390	6425010	Ontology_term:GO:0009086, gene:metW, go_process:methionine biosynthetic process|0009086||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249080.1, product:methionine biosynthesis protein MetW, protein_id:WP_011064017.1	HH203_RS27925		metW
gene_05551	6425037	6425471	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008063507.1, product:DUF4426 domain-containing protein, protein_id:WP_011064018.1	HH203_RS27930		
gene_05552	6425468	6426064	Ontology_term:GO:0006281, Ontology_term:GO:0035870, Ontology_term:GO:0036222, gene:rdgB, go_function:dITP diphosphatase activity|0035870||IEA, go_function:XTP diphosphatase activity|0036222||IEA, go_process:DNA repair|0006281||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008036695.1, product:RdgB/HAM1 family non-canonical purine NTP pyrophosphatase, protein_id:WP_026020234.1	HH203_RS27935		rdgB
gene_05553	6426061	6427263	Ontology_term:GO:0006779, Ontology_term:GO:0051989, gene:hemW, go_function:coproporphyrinogen dehydrogenase activity|0051989||IEA, go_process:porphyrin-containing compound biosynthetic process|0006779||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064020.1, product:radical SAM family heme chaperone HemW, protein_id:WP_011064020.1	HH203_RS27940		hemW
gene_05554	6427273	6427596	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011336381.1, product:DUF3392 domain-containing protein, protein_id:WP_011064021.1	HH203_RS27945		
gene_05555	6427684	6428232	Ontology_term:GO:0003950, go_function:NAD+ ADP-ribosyltransferase activity|0003950||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064022.1, product:RNA 2'-phosphotransferase, protein_id:WP_011064022.1	HH203_RS27950		
gene_05556	6428326	6429051	Ontology_term:GO:0006400, Ontology_term:GO:0008176, gene:trmB, go_function:tRNA (guanine(46)-N7)-methyltransferase activity|0008176||IEA, go_process:tRNA modification|0006400||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_014720333.1, product:tRNA (guanosine(46)-N7)-methyltransferase TrmB, protein_id:WP_011064023.1	HH203_RS27955		trmB
gene_05557	6429061	6429855	Ontology_term:GO:1990107, go_function:thiazole synthase activity|1990107||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015886353.1, product:thiazole synthase, protein_id:WP_011064024.1	HH203_RS27960		
gene_05558	6430019	6430219	Ontology_term:GO:0009228, Ontology_term:GO:0003824, gene:thiS, go_function:catalytic activity|0003824||IEA, go_process:thiamine biosynthetic process|0009228||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249071.1, product:sulfur carrier protein ThiS, protein_id:WP_011064025.1	HH203_RS27965		thiS
gene_05559	6430290	6430670	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064026.1, product:DUF423 domain-containing protein, protein_id:WP_011064026.1	HH203_RS27970		
gene_05560	6430745	6431467	Ontology_term:GO:0009252, Ontology_term:GO:0009274, Ontology_term:GO:0016020, gene:mtgA, go_process:peptidoglycan biosynthetic process|0009252||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003229145.1, product:monofunctional biosynthetic peptidoglycan transglycosylase, protein_id:WP_011064027.1	HH203_RS27975		mtgA
gene_05561	6431614	6432468	Ontology_term:GO:0006352, Ontology_term:GO:0016987, gene:rpoH, go_function:sigma factor activity|0016987||IEA, go_process:DNA-templated transcription initiation|0006352||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249067.1, product:RNA polymerase sigma factor RpoH, protein_id:WP_011064028.1	HH203_RS27980		rpoH
gene_05562	6432582	6433604	Ontology_term:GO:0000910, gene:ftsX, go_process:cytokinesis|0000910||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_020797361.1, product:permease-like cell division protein FtsX, protein_id:WP_011064029.1	HH203_RS27985		ftsX
gene_05563	6433601	6434272	Ontology_term:GO:0000910, Ontology_term:GO:0005524, gene:ftsE, go_function:ATP binding|0005524||IEA, go_process:cytokinesis|0000910||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017903464.1, product:cell division ATP-binding protein FtsE, protein_id:WP_011064030.1	HH203_RS27990		ftsE
gene_05564	6434269	6435762	Ontology_term:GO:0009306, Ontology_term:GO:0003924, Ontology_term:GO:0005047, gene:ftsY, go_function:GTPase activity|0003924||IEA, go_function:signal recognition particle binding|0005047||IEA, go_process:protein secretion|0009306||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249064.1, product:signal recognition particle-docking protein FtsY, protein_id:WP_011064031.1	HH203_RS27995		ftsY
gene_05565	6436118	6437473	Ontology_term:GO:0046872, go_function:metal ion binding|0046872||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019650213.1, product:pitrilysin family protein, protein_id:WP_011064032.1	HH203_RS28000		
gene_05566	6437466	6438956	Ontology_term:GO:0046872, go_function:metal ion binding|0046872||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007939331.1, product:pitrilysin family protein, protein_id:WP_011064033.1	HH203_RS28005		
gene_05567	6438956	6439576	Ontology_term:GO:0031167, Ontology_term:GO:0052913, gene:rsmD, go_function:16S rRNA (guanine(966)-N(2))-methyltransferase activity|0052913||IEA, go_process:rRNA methylation|0031167||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064034.1, product:16S rRNA (guanine(966)-N(2))-methyltransferase RsmD, protein_id:WP_011064034.1	HH203_RS28010		rsmD
gene_05568	6439708	6440709	Ontology_term:GO:0016787, go_function:hydrolase activity|0016787||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064035.1, product:hydrolase, protein_id:WP_011064035.1	HH203_RS28015		
gene_05569	6440702	6441532	Ontology_term:GO:0003700, Ontology_term:GO:0043565, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sequence-specific DNA binding|0043565||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064036.1, product:AraC family transcriptional regulator, protein_id:WP_011064036.1	HH203_RS28020		
gene_05570	6441634	6442488	Ontology_term:GO:0016783, go_function:sulfurtransferase activity|0016783||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007913601.1, product:sulfurtransferase, protein_id:WP_011064037.1	HH203_RS28025		
gene_05571	6442522	6443193	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007921228.1, product:TetR/AcrR family transcriptional regulator, protein_id:WP_011064038.1	HH203_RS28030		
gene_05572	6443293	6444768	Ontology_term:GO:0006081, Ontology_term:GO:0050269, go_function:coniferyl-aldehyde dehydrogenase activity|0050269||IEA, go_process:cellular aldehyde metabolic process|0006081||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_249057.1, product:coniferyl aldehyde dehydrogenase, protein_id:WP_225369017.1	HH203_RS28035		
gene_05573	6444796	6445341	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019580598.1, product:hypothetical protein, protein_id:WP_011064040.1	HH203_RS28040		
gene_05574	6445516	6447111	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064041.1, product:GMC family oxidoreductase, protein_id:WP_011064041.1	HH203_RS28045		
gene_05575	6447227	6447706	Ontology_term:GO:0015937, Ontology_term:GO:0004595, gene:coaD, go_function:pantetheine-phosphate adenylyltransferase activity|0004595||IEA, go_process:coenzyme A biosynthetic process|0015937||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003176711.1, product:pantetheine-phosphate adenylyltransferase, protein_id:WP_003176711.1	HH203_RS28050		coaD
gene_05576	6447841	6448092	inference:COORDINATES: similar to AA sequence:RefSeq:NP_249053.1, product:YfhL family 4Fe-4S dicluster ferredoxin, protein_id:WP_011064042.1	HH203_RS28055		
gene_05577	6448156	6448968	Ontology_term:GO:0006281, Ontology_term:GO:0006284, Ontology_term:GO:0003676, Ontology_term:GO:0003684, Ontology_term:GO:0003906, Ontology_term:GO:0008270, Ontology_term:GO:0008534, Ontology_term:GO:0016799, Ontology_term:GO:0019104, gene:mutM, go_function:nucleic acid binding|0003676||IEA, go_function:damaged DNA binding|0003684||IEA, go_function:DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA, go_function:zinc ion binding|0008270||IEA, go_function:oxidized purine nucleobase lesion DNA N-glycosylase activity|0008534||IEA, go_function:hydrolase activity, hydrolyzing N-glycosyl compounds|0016799||IEA, go_function:DNA N-glycosylase activity|0019104||IEA, go_process:DNA repair|0006281||IEA, go_process:base-excision repair|0006284||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011336398.1, product:bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase, protein_id:WP_011064043.1	HH203_RS28060		mutM
gene_05578	6449002	6449814	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008065057.1, product:HDOD domain-containing protein, protein_id:WP_162865006.1	HH203_RS28065		
gene_05579	6450042	6451238	Ontology_term:GO:0006364, Ontology_term:GO:0008168, go_function:methyltransferase activity|0008168||IEA, go_process:rRNA processing|0006364||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019097921.1, product:class I SAM-dependent rRNA methyltransferase, protein_id:WP_011064045.1	HH203_RS28070		
gene_05580	6451656	6452735	Ontology_term:GO:0016491, go_function:oxidoreductase activity|0016491||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064046.1, product:SagB family peptide dehydrogenase, protein_id:WP_011064046.1	HH203_RS28075		
gene_05581	6452735	6453712	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064047.1, product:diiron oxygenase, protein_id:WP_011064047.1	HH203_RS28080		
gene_05582	6453705	6454916	Ontology_term:GO:0055085, Ontology_term:GO:0022857, go_function:transmembrane transporter activity|0022857||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064048.1, product:multidrug effflux MFS transporter, protein_id:WP_011064048.1	HH203_RS28085		
gene_05583	6454947	6455516	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637384.1, product:hypothetical protein, protein_id:WP_011064049.1	HH203_RS28090		
gene_05584	6455818	6457659	Ontology_term:GO:0009082, Ontology_term:GO:0004160, gene:ilvD, go_function:dihydroxy-acid dehydratase activity|0004160||IEA, go_process:branched-chain amino acid biosynthetic process|0009082||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003229166.1, product:dihydroxy-acid dehydratase, protein_id:WP_011064050.1	HH203_RS28095		ilvD
gene_05585	6457873	6459096	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637386.1, product:SGNH/GDSL hydrolase family protein, protein_id:WP_011064051.1	HH203_RS28100		
gene_05586	6459099	6460229	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064052.1, product:SGNH family hydrolase, protein_id:WP_011064052.1	HH203_RS28105		
gene_05587	6460216	6461616	Ontology_term:GO:0016746, go_function:acyltransferase activity|0016746||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_020295847.1, product:MBOAT family O-acyltransferase, protein_id:WP_026020235.1	HH203_RS28110		
gene_05588	6461889	6462944	inference:COORDINATES: similar to AA sequence:RefSeq:WP_018609447.1, product:hypothetical protein, protein_id:WP_011064054.1	HH203_RS28115		
gene_05589	6463187	6464578	Ontology_term:GO:0005215, go_function:transporter activity|0005215||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007995495.1, product:L-cystine transporter, protein_id:WP_011064055.1	HH203_RS28120		
gene_05590	6464636	6465148	Ontology_term:GO:0004146, Ontology_term:GO:0050661, go_function:dihydrofolate reductase activity|0004146||IEA, go_function:NADP binding|0050661||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015637388.1, product:dihydrofolate reductase, protein_id:WP_011064056.1	HH203_RS28125		
gene_05591	6465245	6466624	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007939305.1, product:DUF2868 domain-containing protein, protein_id:WP_011064057.1	HH203_RS28130		
gene_05592	6466617	6467996	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093440.1, product:GTPase/DUF3482 domain-containing protein, protein_id:WP_011064058.1	HH203_RS28135		
gene_05593	6468036	6468587	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095932.1, product:phosphonate degradation HD-domain oxygenase, protein_id:WP_011064059.1	HH203_RS28140		
gene_05594	6468587	6469720	Ontology_term:GO:0016491, go_function:oxidoreductase activity|0016491||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_016704820.1, product:TIGR03364 family FAD-dependent oxidoreductase, protein_id:WP_011064060.1	HH203_RS28145		
gene_05595	6469780	6470805	Ontology_term:GO:0033223, Ontology_term:GO:0033225, Ontology_term:GO:0033226, Ontology_term:GO:0009897, Ontology_term:GO:0030288, Ontology_term:GO:0055052, go_function:ATPase-coupled 2-aminoethylphosphonate transporter activity|0033225||IEA, go_function:2-aminoethylphosphonate binding|0033226||IEA, go_process:2-aminoethylphosphonate transport|0033223||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015097240.1, product:putative 2-aminoethylphosphonate ABC transporter substrate-binding protein, protein_id:WP_011064061.1	HH203_RS28150		
gene_05596	6470856	6472580	Ontology_term:GO:0033223, Ontology_term:GO:0033225, Ontology_term:GO:0005886, Ontology_term:GO:0055052, go_function:ATPase-coupled 2-aminoethylphosphonate transporter activity|0033225||IEA, go_process:2-aminoethylphosphonate transport|0033223||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007995505.1, product:putative 2-aminoethylphosphonate ABC transporter permease subunit, protein_id:WP_011064062.1	HH203_RS28155		
gene_05597	6472582	6473658	Ontology_term:GO:0033223, Ontology_term:GO:0005524, Ontology_term:GO:0033225, Ontology_term:GO:0009898, Ontology_term:GO:0055052, go_function:ATP binding|0005524||IEA, go_function:ATPase-coupled 2-aminoethylphosphonate transporter activity|0033225||IEA, go_process:2-aminoethylphosphonate transport|0033223||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007897795.1, product:putative 2-aminoethylphosphonate ABC transporter ATP-binding protein, protein_id:WP_011064063.1	HH203_RS28160		
gene_05598	6473890	6474753	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015097243.1, product:LysR family transcriptional regulator, protein_id:WP_011064064.1	HH203_RS28165		
gene_05599	6474770	6477109	Ontology_term:GO:0042625, go_function:ATPase-coupled ion transmembrane transporter activity|0042625||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011064065.1, product:heavy metal translocating P-type ATPase, protein_id:WP_011064065.1	HH203_RS28170		
